SID,Department,Hall_Status,Male_Female,Attendance,ClassText,Cgpa,Total_Credit_Completed,Status
6052,10,0,0,0.936144578,0.757831325,2.515131579,190,
6053,10,1,1,0.552525253,0.526010101,2.504545455,165,
6055,10,0,1,0.302290076,0.247900763,1.837962963,135,
6056,7,0,1,0.896581197,0.520940171,2.508012821,156,
6057,7,1,0,0.986086957,0.813913043,3.545597484,159,
6058,7,1,0,0.971304348,0.74173913,3.403301887,159,
6095,7,1,1,0.916101695,0.660169492,2.968553459,159,
6096,10,0,0,0.768235294,0.564705882,2.3875,190,
6097,10,1,0,0.746987952,0.580120482,2.2375,190,
6098,10,1,1,0.563855422,0.445783133,2.361842105,190,
6099,10,1,1,0.282681564,0.346368715,2.125702247,178,
6107,10,0,0,0.835632184,0.596551724,2.140131579,190,
6180,10,0,0,0.738554217,0.672289157,2.411842105,190,
6182,4,0,1,0.937007874,0.711417323,2.952932099,162,
6185,8,1,1,0.769911504,0.769026549,3.232531056,161,
6186,8,0,1,0.986842105,0.829385965,3.564440994,161,
6187,9,0,1,0.862135922,0.700339806,3.435126582,158,
6188,10,0,0,0.613186813,0.491758242,2.384730539,167,
6189,1,1,1,0.997435897,0.852564103,3.650316456,158,
6190,1,1,1,1,0.851068376,3.655063291,158,
6191,1,0,1,0.915384615,0.826367521,3.655063291,158,
6192,1,1,1,0.953846154,0.871153846,3.821202532,158,
6193,7,1,1,0.731531532,0.653153153,2.827044025,159,
6194,5,1,1,0.760833333,0.72875,3.25078125,160,
6195,5,0,1,0.948360656,0.686885246,2.775943396,159,
6197,2,0,0,1,0.775862069,3.328515625,160,
6199,2,0,1,0.711111111,0.628888889,2.977739726,146,
6202,6,0,1,0.968,0.594,2.756622517,151,
6205,7,0,1,0.96173913,0.754782609,3.261792453,159,
6207,1,0,1,0.994871795,0.889316239,3.866297468,158,
6209,4,1,1,0.826923077,0.683846154,2.64740566,159,
6210,7,1,1,0.992173913,0.755652174,3.281446541,159,
6211,5,1,1,0.984,0.876495726,3.693322981,161,
6212,5,1,0,0.987603306,0.805371901,3.513198758,161,
6213,5,0,0,0.901652893,0.837190083,3.538043478,161,
6214,5,1,1,0.996694215,0.873553719,4.020186335,161,
6215,5,1,1,0.983471074,0.81322314,3.560559006,161,
6217,5,1,1,0.975,0.706410256,2.929347826,161,
6218,5,1,0,0.980165289,0.752066116,3.26552795,161,
6219,5,0,1,0.771774194,0.691129032,2.992879747,158,
6220,5,1,0,0.962809917,0.826033058,3.475931677,161,
6221,5,0,1,0.981818182,0.826446281,3.610248447,161,
6222,5,0,1,0.939669421,0.709504132,3.076863354,161,
6223,2,1,1,0.962931034,0.834482759,3.731640625,160,
6224,2,1,1,0.984,0.850223214,3.534375,160,
6225,2,0,1,0.874137931,0.798275862,3.38984375,160,
6226,2,1,1,0.961206897,0.778017241,3.51796875,160,
6227,1,1,1,0.992307692,0.909615385,3.9375,158,
6228,1,0,1,0.965,0.772916667,3.652689873,158,
6229,1,0,1,1,0.862393162,3.880537975,158,
6231,1,1,1,0.907692308,0.867948718,3.723892405,158,
6232,1,1,1,0.987179487,0.829700855,3.643196203,158,
6233,1,1,1,0.992307692,0.853846154,3.835443038,158,
6247,1,1,1,0.982051282,0.788034188,3.571993671,158,
6248,1,0,1,1,0.930042735,3.942246835,158,
6249,1,0,1,0.974358974,0.807264957,3.628955696,158,
6250,7,1,1,0.904237288,0.663771186,2.778846154,156,
6251,2,0,1,0.96637931,0.80862069,3.55625,160,
6252,2,1,1,0.869827586,0.75,3.2125,160,
6253,2,0,1,0.99137931,0.850862069,3.730859375,160,
6255,2,0,1,0.940517241,0.747844828,3.448046875,160,
6256,2,1,1,0.890178571,0.821428571,3.499609375,160,
6257,9,0,1,0.934951456,0.78131068,3.462025316,158,
6258,9,1,1,0.742718447,0.579854369,2.893196203,158,
6259,10,1,0,0.759493671,0.624050633,2.769039735,151,
6260,10,1,1,0.347252747,0.468681319,2.630244755,143,
6261,10,1,1,0.43373494,0.537349398,2.785483871,155,
6262,10,0,1,0.361797753,0.418539326,2.53147482,139,
6273,10,1,1,0.496470588,0.415882353,2.618197279,147,
6274,1,1,1,0.905128205,0.675641026,3.073575949,158,
6275,2,1,1,0.8696,0.7248,3.408564815,162,
6276,7,1,1,0.91826087,0.716086957,3.028301887,159,
6277,5,0,1,0.912903226,0.637096774,2.91953125,160,
6283,11,0,0,0.971428571,0.849789916,3.664596273,161,
6295,4,0,1,0.688461538,0.824551282,2.167052469,162,
6298,3,1,1,0.927118644,0.759745763,3.623842593,162,
6303,5,0,0,0.965,0.773706897,3.43046875,160,
6304,4,0,1,0.977165354,0.766535433,3.195216049,162,
6307,5,1,1,0.87,0.833333333,3.6578125,160,
6308,5,1,0,0.952066116,0.745454545,3.242236025,161,
6314,11,1,1,0.996666667,0.793333333,3.534722222,162,
6315,2,1,1,0.885344828,0.786637931,3.40625,160,
6316,1,0,1,0.956410256,0.668376068,3.280063291,158,
6319,2,0,1,0.975862069,0.799568966,3.483203125,160,
6320,6,0,1,0.791724138,0.568793103,2.831795302,149,
6321,5,0,1,0.996721311,0.703278689,3.05859375,160,
6323,11,1,1,0.955,0.823478261,3.283385093,161,
6324,5,0,1,0.9025,0.69125,3.0671875,160,
6328,8,0,1,0.944628099,0.715289256,3.336038961,154,
6335,2,1,1,0.634645669,0.6,2.976362179,156,
6336,1,1,1,1,0.818803419,3.605221519,158,
6337,1,1,1,0.963414634,0.706504065,3.111550633,158,
6339,1,0,1,0.9725,0.852916667,3.723892405,158,
6340,1,1,1,0.951282051,0.809401709,3.605221519,158,
6341,1,1,1,1,0.755555556,3.194620253,158,
6342,5,0,0,0.9655,0.888461538,3.714285714,161,
6343,5,1,1,0.994915254,0.718220339,2.73828125,160,
6344,5,0,1,0.726356589,0.629457364,2.772798742,159,
6345,5,0,0,0.98677686,0.750413223,3.13431677,161,
6346,5,0,1,0.781451613,0.600403226,2.7265625,160,
6348,5,1,1,0.966,0.852136752,3.434006211,161,
6349,2,0,1,0.9752,0.844,3.628472222,162,
6350,2,1,1,0.9936,0.9476,3.952160494,162,
6351,2,0,1,0.984,0.7944,3.570987654,162,
6352,2,0,1,0.9856,0.8464,3.770061728,162,
6353,2,1,1,0.691111111,0.578148148,3.297619048,147,
6354,2,1,1,0.84,0.8332,3.557484568,162,
6355,2,1,1,0.9824,0.7608,3.152391975,162,
6356,2,1,1,0.984,0.7888,3.25617284,162,
6357,2,1,1,0.9912,0.7914,3.460262346,162,
6358,2,1,1,0.955371901,0.677272727,2.819444444,162,
6359,2,1,0,0.9912,0.87,3.813271605,162,
6360,2,0,1,0.886792453,0.662264151,3.179530201,149,
6362,2,1,1,0.9904,0.8994,3.844521605,162,
6363,1,1,1,0.790909091,0.469128788,2.845727848,158,
6364,10,0,0,0.44137931,0.490229885,2.620567376,141,
6366,10,1,0,0.718987342,0.656329114,3.006622517,151,
6367,10,0,0,0.797468354,0.710759494,2.777317881,151,
6368,10,0,0,0.474074074,0.575308642,2.710264901,151,
6370,10,1,1,0.726582278,0.528481013,2.685430464,151,
6371,1,1,1,0.997435897,0.808119658,3.550632911,158,
6373,1,0,1,0.650704225,0.495070423,2.765031646,158,
6374,1,0,1,0.98974359,0.807051282,3.517405063,158,
6375,1,1,1,0.789230769,0.605384615,3.280594406,143,
6376,1,1,1,0.98974359,0.824786325,3.704905063,158,
6377,1,0,1,0.987179487,0.83525641,3.757120253,158,
6378,1,0,1,0.951282051,0.728632479,3.5625,158,
6379,1,1,1,0.895275591,0.752283465,3.570205479,146,
6380,1,1,1,0.751282051,0.645726496,3.465189873,158,
6381,1,0,0,0.969230769,0.711965812,3.32278481,158,
6382,1,0,1,0.987179487,0.817094017,3.69778481,158,
6383,1,1,1,0.935294118,0.796218487,3.367879747,158,
6389,3,1,1,0.912295082,0.671311475,3.305555556,162,
6397,5,1,0,1,0.828099174,3.61257764,161,
6400,10,0,1,0.534951456,0.498058252,1.938179348,184,
6404,5,1,1,0.971666667,0.724583333,2.9703125,160,
6405,1,1,1,0.984615385,0.839957265,3.624208861,158,
6424,5,1,0,0.991666667,0.853333333,3.60703125,160,
6425,7,0,0,0.965,0.871171171,3.509433962,159,
6426,5,1,1,0.78034188,0.731196581,2.795807453,161,
6429,5,1,1,0.904132231,0.715289256,3.14363354,161,
6430,2,0,1,0.9976,0.7772,3.43132716,162,
6431,4,1,1,0.978740157,0.864173228,3.774305556,162,
6436,1,1,1,0.987179487,0.751282051,3.410601266,158,
6443,1,1,1,0.994871795,0.808119658,3.45806962,158,
6447,5,0,1,0.984297521,0.702066116,3.068322981,161,
6448,5,1,1,1,0.784166667,3.40078125,160,
6449,2,1,1,0.995041322,0.795661157,3.429783951,162,
6456,11,1,1,0.731932773,0.744117647,3.131987578,161,
6458,6,1,1,0.99,0.880982906,3.644140625,160,
6459,2,1,1,0.99,0.888839286,3.69375,160,
6460,2,0,0,0.8265625,0.678515625,2.826584507,142,
6461,1,0,1,0.994871795,0.835897436,3.776107595,158,
6462,1,1,1,1,0.858333333,3.78085443,158,
6463,1,0,0,0.966666667,0.76517094,3.721518987,158,
6464,1,1,1,0.892307692,0.727350427,3.358386076,158,
6465,1,1,1,0.987179487,0.832051282,3.633702532,158,
6466,1,1,1,0.984615385,0.817948718,3.53164557,158,
6467,1,1,1,0.978151261,0.746218487,3.256329114,158,
6468,1,1,1,0.923809524,0.623809524,2.724683544,158,
6469,3,1,1,0.83559322,0.768220339,3.301697531,162,
6470,3,1,1,0.561805556,0.745138889,3.022035256,156,
6472,3,1,1,0.8344,0.67,2.847630719,153,
6473,3,1,1,0.765517241,0.506896552,3.416118421,114,
6474,4,1,1,0.995275591,0.87992126,3.814814815,162,
6475,4,1,1,0.803478261,0.773043478,2.908179012,162,
6476,4,1,1,0.944094488,0.706692913,3.156635802,162,
6477,4,0,1,0.997637795,0.86023622,3.723765432,162,
6478,4,1,1,0.605333333,0.632333333,2.474537037,162,
6479,4,0,1,0.88976378,0.762598425,3.306712963,162,
6480,4,1,1,0.72992126,0.761811024,3.452932099,162,
6481,4,1,1,0.988976378,0.766929134,3.487654321,162,
6482,4,1,1,0.965,0.778991597,2.962191358,162,
6483,1,1,1,1,0.848717949,3.78085443,158,
6484,1,1,1,0.9325,0.699791667,3.253955696,158,
6485,3,1,1,0.9,0.864912281,3.587191358,162,
6486,3,0,1,0.939669421,0.711570248,3.448757764,161,
6488,3,0,0,0.995762712,0.857627119,3.767361111,162,
6489,3,1,1,0.833050847,0.605720339,2.69367284,162,
6490,3,1,1,0.976271186,0.809110169,3.664351852,162,
6491,3,0,1,0.997457627,0.868644068,3.929012346,162,
6492,3,1,1,0.909322034,0.758686441,3.501929012,162,
6493,3,1,1,0.938983051,0.814618644,3.829089506,162,
6494,3,0,0,0.983050847,0.856567797,3.758873457,162,
6495,4,1,1,0.73984375,0.6140625,2.992283951,162,
6496,4,1,1,0.994488189,0.730708661,3.422453704,162,
6498,4,1,1,0.894117647,0.708403361,2.97183642,162,
6499,4,1,1,0.960629921,0.816535433,3.75154321,162,
6500,4,1,1,0.901538462,0.657307692,3.071373457,162,
6501,4,1,1,0.988188976,0.80984252,3.599151235,162,
6502,4,1,1,0.94015748,0.648031496,3.051311728,162,
6503,4,0,1,0.952755906,0.697244094,3.334876543,162,
6504,4,1,1,0.997637795,0.870866142,3.702932099,162,
6505,4,0,1,0.929133858,0.777952756,3.538580247,162,
6506,4,1,1,0.988976378,0.856299213,3.813657407,162,
6507,4,0,1,0.870229008,0.69351145,3.194830247,162,
6508,4,1,1,0.838571429,0.752857143,4.163219424,139,
6509,5,0,1,0.93,0.73375,3.221875,160,
6510,2,1,1,1,0.875,3.787890625,160,
6511,7,1,1,0.994214876,0.62785124,2.969771242,153,
6512,8,1,1,0.984210526,0.806140351,3.621118012,161,
6523,4,1,1,0.883333333,0.591319444,2.504435484,155,
6551,10,1,1,0.429032258,0.479569892,2.794701987,151,
6554,10,0,1,0.371523179,0.527152318,1.977348993,149,
6555,5,0,1,0.797560976,0.643089431,2.722484277,159,
6559,5,0,1,0.877586207,0.690086207,3.2046875,160,
6560,11,0,1,0.836065574,0.745696721,2.97515528,161,
6564,4,0,1,0.722302158,0.655395683,3.165883459,133,
6565,1,0,1,1,0.927222222,3.954113924,158,
6572,2,1,1,0.9704,0.7184,3.342978395,162,
6578,4,0,1,0.99,0.640944882,2.869984568,162,
6580,7,1,1,0.974782609,0.746956522,3.360062893,159,
6581,4,1,1,0.99,0.875203252,3.541666667,162,
6582,10,0,0,0.847058824,0.709823529,2.551973684,190,
6583,5,1,1,0.921666667,0.675,3.17109375,160,
6584,2,0,1,0.924137931,0.844827586,3.659375,160,
6586,1,1,1,0.948717949,0.758760684,3.294303797,158,
6587,1,0,1,0.994871795,0.797863248,3.555379747,158,
6588,1,0,0,0.964102564,0.747649573,3.303797468,158,
6590,1,1,0,0.984615385,0.810683761,3.716772152,158,
6591,1,1,1,0.99,0.68,3.199367089,158,
6593,1,0,1,0.922689076,0.695798319,3.389516129,155,
6594,3,0,0,0.990677966,0.775847458,3.681712963,162,
6595,3,1,1,0.780952381,0.653968254,3.298259494,158,
6596,3,1,1,0.997457627,0.861864407,3.871527778,162,
6597,3,0,1,0.976271186,0.844279661,3.81404321,162,
6599,3,1,1,0.994915254,0.765466102,3.412808642,162,
6601,4,1,1,0.98976378,0.803149606,3.560185185,162,
6602,4,1,1,0.832283465,0.723228346,3.140432099,162,
6603,4,1,1,0.988188976,0.774015748,3.534722222,162,
6604,4,0,1,0.603076923,0.658461538,3.11831761,159,
6605,4,1,1,0.989,0.763865546,3.194444444,162,
6606,4,1,1,0.971653543,0.782677165,3.168595679,162,
6607,4,1,1,0.98503937,0.850787402,3.822916667,162,
6608,4,1,1,0.990551181,0.74488189,3.140046296,162,
6609,4,1,1,0.892307692,0.649615385,2.88117284,162,
6610,2,1,0,0.988793103,0.852155172,3.717578125,160,
6611,2,1,1,0.819047619,0.640079365,2.593129139,151,
6612,5,1,1,0.991666667,0.792916667,3.6328125,160,
6613,5,0,1,0.993333333,0.81125,3.68515625,160,
6614,5,0,0,0.778333333,0.707916667,3.17421875,160,
6615,5,1,1,0.842241379,0.644827586,2.84296875,160,
6616,5,1,1,0.81984127,0.56031746,2.784313725,153,
6617,5,0,1,0.9925,0.822083333,3.8078125,160,
6618,5,1,1,0.988333333,0.774583333,3.58125,160,
6619,5,1,1,0.7725,0.760416667,3.30859375,160,
6620,5,0,0,0.995,0.80125,3.57265625,160,
6621,5,0,0,0.993333333,0.89625,3.8484375,160,
6622,5,1,1,0.82,0.6056,2.76328125,160,
6623,5,0,0,0.9525,0.76,3.221875,160,
6625,5,1,1,0.9025,0.7075,3.1015625,160,
6627,5,1,1,0.738211382,0.612195122,2.7390625,160,
6628,6,0,1,0.813178295,0.603488372,3.23537234,141,
6629,6,1,1,0.987288136,0.836864407,3.772265625,160,
6630,6,0,1,0.96,0.928181818,3.606640625,160,
6631,6,1,0,0.895762712,0.686016949,3.026171875,160,
6633,6,1,1,0.939516129,0.650806452,3.107336957,138,
6676,8,1,1,0.938181818,0.827272727,3.361413043,161,
6677,5,1,1,0.998275862,0.696551724,2.90390625,160,
6678,7,1,1,0.71779661,0.575,2.908805031,159,
6679,8,0,1,0.838211382,0.695528455,3.341282895,152,
6688,9,0,0,0.984761905,0.795952381,3.670886076,158,
6689,10,1,0,0.840963855,0.674096386,2.376973684,190,
6690,1,1,1,0.984615385,0.816666667,3.655063291,158,
6691,1,1,1,0.997435897,0.862393162,3.64556962,158,
6692,3,1,1,0.994067797,0.746186441,3.292438272,162,
6693,4,1,1,0.972440945,0.792519685,3.495756173,162,
6694,1,1,1,0.987179487,0.886111111,3.837816456,158,
6695,5,1,1,0.833333333,0.708333333,3.09453125,160,
6696,5,1,1,0.943333333,0.79,3.328125,160,
6697,5,0,1,0.9875,0.813333333,3.53984375,160,
6699,2,1,1,0.95862069,0.799568966,3.44375,160,
6701,5,0,1,0.999,0.906465517,3.7015625,160,
6702,5,0,1,0.795092025,0.634355828,2.835884354,147,
6709,2,1,1,0.673076923,0.747692308,3.15162037,162,
6710,2,0,1,0.865986395,0.607823129,2.590909091,154,
6711,7,1,1,0.98,0.790434783,3.297169811,159,
6713,10,1,1,0.115306122,0.204591837,1.450174825,143,
6714,4,0,1,0.92519685,0.807480315,3.560570988,162,
6715,1,1,1,0.969230769,0.871367521,3.669303797,158,
6716,10,1,1,0.238655462,0.276890756,2.060534591,159,
6717,4,0,1,0.994488189,0.805905512,3.729552469,162,
6718,4,1,1,0.965,0.792436975,2.951003086,162,
6719,4,1,1,0.990551181,0.792125984,3.403935185,162,
6720,6,0,1,0.986440678,0.813983051,3.290234375,160,
6721,6,1,0,0.990350877,0.846929825,3.54765625,160,
6722,6,0,1,0.960169492,0.836864407,3.83125,160,
6723,6,0,1,0.7515625,0.61953125,3.316300676,148,
6724,6,1,1,0.601775148,0.444674556,2.494047619,147,
6725,6,1,1,1.019298246,0.73377193,3.06328125,160,
6726,6,0,1,1,0.828813559,3.575,160,
6727,8,1,1,0.978947368,0.755701754,3.438664596,161,
6728,8,0,1,0.977192982,0.839035088,3.908385093,161,
6731,8,1,1,0.334394904,0.383757962,2.820711679,137,
6732,4,1,1,0.966141732,0.719685039,3.172453704,162,
6733,4,1,1,0.98503937,0.775984252,3.602237654,162,
6734,4,0,1,0.918110236,0.72992126,3.077160494,162,
6735,4,1,1,0.687022901,0.613740458,2.626209677,155,
6736,4,1,1,0.793846154,0.607692308,2.791666667,162,
6737,4,0,1,0.892307692,0.680769231,3.099151235,162,
6738,4,1,1,0.917073171,0.772357724,3.262731481,162,
6740,4,1,1,0.98503937,0.641338583,2.849759615,156,
6742,4,1,1,0.778181818,0.483939394,2.707107843,153,
6743,5,1,1,0.8825,0.674166667,3.14765625,160,
6745,8,1,1,0.836842105,0.688157895,3.253881988,161,
6747,9,1,0,0.985436893,0.757864078,3.332278481,158,
6748,9,1,1,0.963106796,0.754320388,3.540348101,158,
6749,9,1,0,0.990291262,0.803883495,3.668512658,158,
6750,6,1,1,0.972727273,0.660950413,3.09156051,157,
6751,11,1,1,0.930252101,0.859243697,3.900621118,161,
6753,11,0,1,1.016806723,0.769117647,3.329968944,161,
6754,11,1,1,0.692125984,0.65511811,2.983974359,156,
6755,11,1,1,0.850420168,0.710294118,2.811068702,131,
6756,11,1,1,0.658823529,0.689915966,3.164596273,161,
6758,1,0,1,0.98974359,0.832051282,3.806962025,158,
6759,1,1,1,0.979487179,0.836239316,3.740506329,158,
6760,1,0,0,0.997435897,0.826282051,3.821202532,158,
6761,1,0,0,0.98974359,0.804401709,3.688291139,158,
6762,1,1,1,0.969230769,0.732905983,3.450949367,158,
6763,1,0,1,0.974358974,0.799487179,3.633702532,158,
6764,1,1,1,0.953846154,0.813376068,3.652689873,158,
6775,1,1,1,0.78974359,0.596581197,3.042721519,158,
6794,4,0,1,0.858267717,0.796062992,3.609953704,162,
6805,4,1,1,0.889440994,0.609006211,2.180555556,162,
6806,4,0,1,0.98503937,0.813779528,3.457561728,162,
6808,10,1,1,0.313684211,0.444105263,1.763494318,176,
6810,10,1,1,0.577419355,0.558333333,2.301973684,190,
6812,1,1,1,1,0.800213675,3.638449367,158,
6813,1,1,1,0.9725,0.798541667,3.619462025,158,
6816,1,1,1,0.992307692,0.835897436,3.75,158,
6821,4,1,1,0.975590551,0.851968504,3.844907407,162,
6830,5,0,1,0.810897436,0.532692308,2.678938356,146,
6831,1,0,1,0.992307692,0.89017094,3.878164557,158,
6832,6,1,1,0.939669421,0.676446281,2.939453125,160,
6835,2,1,1,0.967768595,0.755785124,3.338348765,162,
6837,2,0,1,0.732,0.60532,2.771219136,162,
6838,10,1,0,0.572631579,0.542368421,2.281914894,188,
6843,5,0,1,1,0.776666667,3.46328125,160,
6844,4,1,1,0.611805556,0.587152778,3.110738255,149,
6845,4,1,1,0.97480315,0.79488189,3.37654321,162,
6846,4,1,1,0.968503937,0.764173228,3.253472222,162,
6847,6,1,1,0.970338983,0.741101695,3.299609375,160,
6848,6,1,1,0.849152542,0.775,3.48046875,160,
6849,6,1,1,0.674647887,0.560211268,3.019132653,147,
6850,6,1,1,0.735433071,0.626771654,3.05,160,
6851,8,1,1,0.927192982,0.838157895,3.577639752,161,
6853,8,1,1,0.99122807,0.891666667,3.939440994,161,
6854,8,1,1,0.752,0.6652,2.923136646,161,
6855,8,1,1,0.942982456,0.705701754,2.982531056,161,
6856,8,1,1,0.896491228,0.733333333,3.057453416,161,
6857,8,1,0,0.94122807,0.752192982,3.419642857,161,
6858,8,1,1,0.994736842,0.903070175,3.914596273,161,
6859,9,0,1,0.98952381,0.842857143,3.751582278,158,
6860,9,0,0,0.991428571,0.783809524,3.453322785,158,
6861,9,1,0,0.98,0.71047619,3.128164557,158,
6862,9,0,0,0.988571429,0.77047619,3.452531646,158,
6863,11,0,1,0.986554622,0.785714286,3.460403727,161,
6864,11,1,0,0.984033613,0.864705882,3.662267081,161,
6865,11,1,1,0.752380952,0.61984127,2.794354839,155,
6866,11,1,0,0.991596639,0.823109244,3.568322981,161,
6867,11,1,1,0.942016807,0.738865546,3.327639752,161,
6868,11,1,0,0.962184874,0.803571429,3.593944099,161,
6870,11,0,1,0.640310078,0.560271318,2.937086093,151,
6871,1,0,1,0.984615385,0.815384615,3.633702532,158,
6872,1,1,1,1,0.880042735,3.806962025,158,
6873,1,1,1,0.955,0.749583333,3.503164557,158,
6874,1,1,1,0.862184874,0.655042017,2.987244898,147,
6875,1,1,1,0.98974359,0.801367521,3.650316456,158,
6876,1,1,1,0.91,0.687083333,3,158,
6877,1,1,1,0.994871795,0.827222222,3.702531646,158,
6878,1,0,1,0.935897436,0.802264957,3.768987342,158,
6879,5,1,1,0.985,0.591071429,3.18359375,128,
6880,5,1,1,0.834166667,0.59875,2.556066176,136,
6881,5,1,1,0.756034483,0.718103448,3.1953125,160,
6882,5,0,1,0.82,0.69375,3.04921875,160,
6883,5,1,1,0.932758621,0.726293103,2.734375,160,
6884,5,1,0,0.938655462,0.607563025,2.46328125,160,
6885,5,0,1,0.914166667,0.770416667,3.23203125,160,
6886,5,1,1,0.9375,0.714583333,3.4015625,160,
6887,5,0,1,0.971666667,0.864166667,3.8,160,
6888,5,1,1,0.516296296,0.538148148,2.937977099,131,
6889,5,0,1,0.985833333,0.77,3.53359375,160,
6890,5,1,1,0.998,0.837068966,3.51953125,160,
6891,5,1,0,0.968,0.774137931,2.8625,160,
6892,5,1,1,0.778571429,0.614285714,2.948899371,159,
6903,1,0,0,0.994871795,0.922649573,3.920886076,158,
6904,5,1,1,0.988695652,0.634782609,2.621875,160,
6905,5,1,1,0.764655172,0.820258621,3.37109375,160,
6949,5,0,1,0.968,0.808333333,2.68125,160,
6952,5,1,1,0.700877193,0.618421053,2.575949367,158,
6953,3,1,1,0.769298246,0.745614035,3.231169872,156,
6954,11,0,0,0.968,0.869196429,3.422839506,162,
6955,5,0,1,0.848091603,0.646946565,2.97890625,160,
6962,4,1,1,0.931707317,0.656504065,2.833333333,162,
6966,1,1,1,1,0.811538462,3.66693038,158,
6968,2,0,1,0.976068376,0.658974359,2.68046875,160,
6975,2,0,1,0.90859375,0.719140625,3.531635802,162,
6980,4,1,1,0.973228346,0.757480315,3.455246914,162,
6990,10,0,1,0.372,0.5565,2.116721854,151,
6991,8,1,1,0.7925,0.7125,2.930900621,161,
6992,9,1,1,0.966666667,0.79952381,3.605221519,158,
6993,9,0,0,0.96,0.755857143,3.387658228,158,
6994,9,1,1,0.908571429,0.660952381,3.036392405,158,
6995,9,0,0,0.945714286,0.84247619,3.757120253,158,
6996,9,0,0,0.922857143,0.806190476,3.514240506,158,
6997,11,0,1,0.970866142,0.74015748,3.500771605,162,
6998,11,1,0,0.991666667,0.830416667,3.408179012,162,
6999,11,0,0,0.975833333,0.80125,3.383487654,162,
7000,11,1,1,0.9152,0.6924,2.77109375,160,
7001,11,0,0,0.978333333,0.811666667,3.365740741,162,
7002,11,1,1,0.965,0.721666667,3.033950617,162,
7003,11,1,1,0.950381679,0.742748092,3.31558642,162,
7004,11,0,0,0.980833333,0.69875,3.042438272,162,
7007,10,1,0,0.754117647,0.652352941,2.447368421,190,
7008,7,1,1,0.769369369,0.7,3.010220126,159,
7009,7,1,1,1,0.842608696,3.89072327,159,
7010,7,1,1,0.964347826,0.772173913,3.565251572,159,
7011,7,1,1,0.956521739,0.773913043,3.298742138,159,
7012,7,0,1,0.966956522,0.722608696,3.288522013,159,
7013,5,1,1,0.9425,0.703333333,2.88828125,160,
7014,5,1,1,0.959166667,0.797916667,3.50625,160,
7015,5,1,0,0.993333333,0.734583333,3.30390625,160,
7016,5,1,0,0.9432,0.6808,2.954617834,157,
7020,5,0,1,0.781666667,0.695,3.09140625,160,
7021,7,1,1,0.99,0.756306306,3.091194969,159,
7022,7,1,0,0.997391304,0.862608696,3.589622642,159,
7023,7,1,1,0.95210084,0.671428571,2.97091195,159,
7024,7,1,1,0.890909091,0.659090909,2.551886792,159,
7025,7,1,1,0.97,0.856306306,3.448113208,159,
7026,7,1,1,0.900775194,0.594573643,2.578616352,159,
7027,7,1,0,0.963478261,0.840434783,3.523584906,159,
7028,7,1,1,0.94,0.772391304,3.10927673,159,
7029,7,1,1,0.92,0.754054054,2.855345912,159,
7030,7,1,1,0.960869565,0.742391304,3.09827044,159,
7031,2,1,1,0.899137931,0.6875,3.01875,160,
7032,2,1,0,0.992241379,0.79612069,3.2828125,160,
7034,2,0,0,0.995689655,0.909482759,3.890625,160,
7035,2,1,0,0.961206897,0.745689655,3.23984375,160,
7036,2,1,1,0.836607143,0.722767857,2.90859375,160,
7040,2,1,1,0.659504132,0.57231405,2.665562914,151,
7041,5,1,1,0.285427136,0.351758794,2.518656716,134,
7046,2,1,1,0.931034483,0.81487069,3.601171875,160,
7104,4,1,1,0.988188976,0.726771654,3.241898148,162,
7105,5,0,1,0.965254237,0.729449153,3.05390625,160,
7107,11,0,1,0.995652174,0.834782609,3.404503106,161,
7108,5,1,1,0.775342466,0.510273973,2.827777778,135,
7113,1,1,1,0.966666667,0.785683761,3.496044304,158,
7115,9,0,0,0.885714286,0.776952381,3.362341772,158,
